Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,Activeness,LateMinutes,,,,,,,
5553957443,5/12/2016,1,438,475,Moderate,37,,,,,,,
5577150313,4/12/2016,1,419,438,Moderate,19,,,,,,,
5577150313,4/13/2016,1,432,458,Moderate,26,,,,,,,
5577150313,4/14/2016,1,477,497,Moderate,20,,,,,,,
5577150313,4/15/2016,1,392,413,Moderate,21,,,,,,,
5577150313,4/16/2016,1,406,445,Moderate,39,,,,,,,
5577150313,4/17/2016,1,549,583,Moderate,34,,,,,,,
5577150313,4/18/2016,1,527,553,Moderate,26,,,,,,,
5577150313,4/19/2016,1,449,465,Moderate,16,,,,,,,
5577150313,4/20/2016,1,447,480,Moderate,33,,,,,,,
5577150313,4/21/2016,1,414,437,Moderate,23,,,,,,,
5577150313,4/22/2016,1,338,366,Moderate,28,,,,,,,
5577150313,4/23/2016,1,384,402,Moderate,18,,,,,,,
5577150313,4/24/2016,1,543,615,Moderate,72,,,,,,,
5577150313,4/25/2016,1,421,461,Moderate,40,,,,,,,
5577150313,4/26/2016,1,354,377,Moderate,23,,,,,,,
5577150313,4/27/2016,1,424,452,Moderate,28,,,,,,,
5577150313,4/28/2016,1,361,372,Moderate,11,,,,,,,
5577150313,4/29/2016,1,459,485,Moderate,26,,,,,,,
5577150313,4/30/2016,1,412,433,Moderate,21,,,,,,,
5577150313,5/1/2016,1,379,398,Moderate,19,,,,,,,
5577150313,5/3/2016,1,508,543,Moderate,35,,,,,,,
5577150313,5/4/2016,1,603,634,Moderate,31,,,,,,,
5577150313,5/5/2016,1,74,78,Moderate,4,,,,,,,
5577150313,5/10/2016,1,504,562,Moderate,58,,,,,,,
5577150313,5/11/2016,1,431,476,Moderate,45,,,,,,,
6117666160,4/16/2016,1,380,398,Moderate,18,,,,,,,
6117666160,4/19/2016,1,465,492,Moderate,27,,,,,,,
6117666160,4/20/2016,1,474,502,Moderate,28,,,,,,,
6117666160,4/21/2016,1,508,550,Moderate,42,,,,,,,
6117666160,4/22/2016,1,480,546,Moderate,66,,,,,,,
6117666160,4/23/2016,1,492,539,Moderate,47,,,,,,,
6117666160,4/24/2016,1,353,367,Moderate,14,,,,,,,
6117666160,4/27/2016,1,542,557,Moderate,15,,,,,,,
6117666160,4/28/2016,1,393,416,Moderate,23,,,,,,,
6117666160,4/29/2016,1,600,636,Moderate,36,,,,,,,
6117666160,5/1/2016,1,507,575,Moderate,68,,,,,,,
6117666160,5/5/2016,1,392,415,Moderate,23,,,,,,,
6117666160,5/8/2016,1,555,603,Moderate,48,,,,,,,
6117666160,5/9/2016,1,492,522,Moderate,30,,,,,,,
6775888955,4/13/2016,1,235,260,Low,25,,,,,,,
6775888955,4/14/2016,1,423,441,Low,18,,,,,,,
6775888955,4/15/2016,1,391,406,Low,15,,,,,,,
6962181067,4/12/2016,1,366,387,High,21,,,,,,,
6962181067,4/15/2016,1,370,386,High,16,,,,,,,
6962181067,4/16/2016,1,357,366,High,9,,,,,,,
6962181067,4/17/2016,1,427,446,High,19,,,,,,,
6962181067,4/18/2016,1,442,458,High,16,,,,,,,
6962181067,4/19/2016,1,476,535,High,59,,,,,,,
6962181067,4/20/2016,1,418,424,High,6,,,,,,,
6962181067,4/21/2016,1,451,457,High,6,,,,,,,
6962181067,4/22/2016,1,425,435,High,10,,,,,,,
6962181067,4/23/2016,1,528,546,High,18,,,,,,,
6962181067,4/24/2016,1,511,514,High,3,,,,,,,
6962181067,4/25/2016,1,400,415,High,15,,,,,,,
6962181067,4/26/2016,1,441,446,High,5,,,,,,,
6962181067,4/27/2016,1,455,467,High,12,,,,,,,
6962181067,4/28/2016,1,440,453,High,13,,,,,,,
6962181067,4/29/2016,1,433,447,High,14,,,,,,,
6962181067,4/30/2016,1,422,424,High,2,,,,,,,
6962181067,5/1/2016,1,411,426,High,15,,,,,,,
6962181067,5/2/2016,1,466,482,High,16,,,,,,,
6962181067,5/3/2016,1,394,418,High,24,,,,,,,
6962181067,5/4/2016,1,442,455,High,13,,,,,,,
6962181067,5/5/2016,1,467,491,High,24,,,,,,,
6962181067,5/6/2016,1,443,462,High,19,,,,,,,
6962181067,5/7/2016,1,298,334,High,36,,,,,,,
6962181067,5/8/2016,1,541,569,High,28,,,,,,,
6962181067,5/9/2016,1,489,497,High,8,,,,,,,
6962181067,5/10/2016,1,469,481,High,12,,,,,,,
6962181067,5/11/2016,1,452,480,High,28,,,,,,,
6962181067,5/12/2016,1,516,535,High,19,,,,,,,
7007744171,4/16/2016,1,79,82,High,3,,,,,,,
7007744171,5/1/2016,1,58,61,High,3,,,,,,,
7086361926,4/12/2016,1,514,525,High,11,,,,,,,
7086361926,4/13/2016,1,451,465,High,14,,,,,,,
7086361926,4/14/2016,1,472,476,High,4,,,,,,,
7086361926,4/15/2016,1,377,386,High,9,,,,,,,
7086361926,4/19/2016,1,472,483,High,11,,,,,,,
7086361926,4/20/2016,1,492,502,High,10,,,,,,,
7086361926,4/21/2016,1,390,411,High,21,,,,,,,
7086361926,4/22/2016,1,428,448,High,20,,,,,,,
7086361926,4/24/2016,1,681,704,High,23,,,,,,,
7086361926,4/25/2016,1,446,447,High,1,,,,,,,
7086361926,4/26/2016,1,485,500,High,15,,,,,,,
7086361926,4/27/2016,1,469,479,High,10,,,,,,,
7086361926,4/28/2016,1,354,367,High,13,,,,,,,
7086361926,4/30/2016,1,485,489,High,4,,,,,,,
7086361926,5/1/2016,1,388,407,High,19,,,,,,,
7086361926,5/2/2016,1,440,459,High,19,,,,,,,
7086361926,5/3/2016,1,456,461,High,5,,,,,,,
7086361926,5/4/2016,1,420,436,High,16,,,,,,,
7086361926,5/6/2016,1,322,333,High,11,,,,,,,
7086361926,5/7/2016,1,530,548,High,18,,,,,,,
7086361926,5/8/2016,1,481,510,High,29,,,,,,,
7086361926,5/9/2016,1,427,438,High,11,,,,,,,
7086361926,5/11/2016,1,451,463,High,12,,,,,,,
7086361926,5/12/2016,1,444,457,High,13,,,,,,,
8053475328,4/20/2016,1,486,493,Very High,7,,,,,,,
8053475328,4/23/2016,1,331,337,Very High,6,,,,,,,
8053475328,5/7/2016,1,74,75,Very High,1,,,,,,,
8378563200,4/12/2016,1,338,356,High,18,,,,,,,
8378563200,4/14/2016,1,424,455,High,31,,,,,,,
8378563200,4/15/2016,1,513,533,High,20,,,,,,,
8378563200,4/18/2016,1,398,451,High,53,,,,,,,
8378563200,4/19/2016,1,387,421,High,34,,,,,,,
8378563200,4/20/2016,1,381,409,High,28,,,,,,,
8378563200,4/21/2016,1,396,417,High,21,,,,,,,
8378563200,4/22/2016,1,441,469,High,28,,,,,,,
8378563200,4/23/2016,1,565,591,High,26,,,,,,,
8378563200,4/24/2016,1,458,492,High,34,,,,,,,
8378563200,4/25/2016,1,388,402,High,14,,,,,,,
8378563200,4/25/2016,1,388,402,High,14,,,,,,,
8378563200,4/26/2016,1,550,584,High,34,,,,,,,
8378563200,4/27/2016,1,531,600,High,69,,,,,,,
8378563200,4/28/2016,1,506,556,High,50,,,,,,,
8378563200,4/29/2016,1,527,562,High,35,,,,,,,
8378563200,4/30/2016,1,468,555,High,87,,,,,,,
8378563200,5/1/2016,1,475,539,High,64,,,,,,,
8378563200,5/2/2016,1,351,385,High,34,,,,,,,
8378563200,5/3/2016,1,405,429,High,24,,,,,,,
8378563200,5/4/2016,1,441,477,High,36,,,,,,,
8378563200,5/5/2016,1,381,417,High,36,,,,,,,
8378563200,5/6/2016,1,323,355,High,32,,,,,,,
8378563200,5/8/2016,1,545,606,High,61,,,,,,,
8378563200,5/9/2016,1,359,399,High,40,,,,,,,
8378563200,5/10/2016,1,342,391,High,49,,,,,,,
8378563200,5/11/2016,1,368,387,High,19,,,,,,,
8378563200,5/12/2016,1,496,546,High,50,,,,,,,
8792009665,4/12/2016,1,458,493,Low,35,,,,,,,
8792009665,4/13/2016,1,531,552,Low,21,,,,,,,
8792009665,4/14/2016,1,486,503,Low,17,,,,,,,
8792009665,4/15/2016,1,363,377,Low,14,,,,,,,
8792009665,4/20/2016,1,528,547,Low,19,,,,,,,
8792009665,4/22/2016,1,391,407,Low,16,,,,,,,
8792009665,4/23/2016,1,339,360,Low,21,,,,,,,
8792009665,4/27/2016,1,423,428,Low,5,,,,,,,
8792009665,4/28/2016,1,402,416,Low,14,,,,,,,
8792009665,4/29/2016,1,398,406,Low,8,,,,,,,
8792009665,4/30/2016,1,343,360,Low,17,,,,,,,
8792009665,5/1/2016,1,503,527,Low,24,,,,,,,
8792009665,5/2/2016,1,415,423,Low,8,,,,,,,
8792009665,5/3/2016,1,516,545,Low,29,,,,,,,
8792009665,5/4/2016,1,439,463,Low,24,,,,,,,
